target_gene	organism	mirna	Total context++ score
PNRC2	mouse	mir769	-0.303
PDE2A	mouse	mir769	-0.117
PDZD8	mouse	mir769	-0.157
ZMIZ1	mouse	mir769	-0.059
DCUN1D4	mouse	mir769	-0.19
CHP1	mouse	mir769	-0.187
ENTPD5	mouse	mir769	-0.044
BTBD7	mouse	mir769	-0.088
BCL9L	mouse	mir769	-0.04
PARVA	mouse	mir769	-0.12
FMNL3	mouse	mir769	-0.059
NPAS2	mouse	mir769	-0.225
ZNF212	mouse	mir769	-0.132
ZNF532	mouse	mir769	-0.036
PCGF5	mouse	mir769	-0.279
KIAA0930	mouse	mir769	-0.104
SNTB2	mouse	mir769	-0.01
ACSS2	mouse	mir769	-0.158
ZXDC	mouse	mir769	-0.02
TESK1	mouse	mir769	-0.209
DNAJB2	mouse	mir769	-0.136
SEL1L	mouse	mir769	-0.051
FNDC3B	mouse	mir769	-0.072
NUDT4	mouse	mir769	-0.089
CTBP2	mouse	mir769	-0.11
RBBP9	mouse	mir769	-0.127
CDR2L	mouse	mir769	-0.067
FAM53B	mouse	mir769	-0.02
NAB1	mouse	mir769	-0.12
WTAP	mouse	mir769	-0.129
NIPA2	mouse	mir769	-0.344
ITPRIP	mouse	mir769	-0.048
PPP2R5E	mouse	mir769	-0.136
EDRF1	mouse	mir769	-0.219
TTC33	mouse	mir769	-0.268
AKAP1	mouse	mir769	-0.35
C1QTNF6	mouse	mir769	-0.102
RERE	mouse	mir769	-0.209
RHOBTB1	mouse	mir769	-0.026
ZFYVE16	mouse	mir769	-0.206
SLA	mouse	mir769	-0.052
MRPL30	mouse	mir769	-0.15
SLC12A4	mouse	mir769	-0.035
FBXL19	mouse	mir769	-0.039
FAM180A	mouse	mir769	-0.249
PARVB	mouse	mir769	-0.056
CRTC1	mouse	mir769	-0.03
ZC3H12B	mouse	mir769	-0.02
PTGES2	mouse	mir769	-0.167
YPEL1	mouse	mir769	-0.251
PTCHD4	mouse	mir769	-0.031
PRMT7	mouse	mir769	-0.059
CLIC5	mouse	mir769	-0.02
CLEC18B	mouse	mir769	-0.372
KCNJ11	mouse	mir769	-0.363
KCTD21	mouse	mir769	-0.102
CACUL1	mouse	mir769	-0.181
GPR114	mouse	mir769	-0.313
PRDX6	mouse	mir769	-0.37
FOXN2	mouse	mir769	-0.036
PAQR9	mouse	mir769	-0.271
NHLRC1	mouse	mir769	-0.279
LPHN1	mouse	mir769	-0.027
IL19	mouse	mir769	-0.265
PKP2	mouse	mir769	-0.067
TMEM221	mouse	mir769	-0.141
SH2B3	mouse	mir769	-0.13
DLK1	mouse	mir769	-0.028
RHBDD1	mouse	mir769	-0.054
NCOA3	mouse	mir769	-0.024
WDR31	mouse	mir769	-0.102
KRT77	mouse	mir769	-0.12
SSX2IP	mouse	mir769	-0.085
SP6	mouse	mir769	-0.089
C2orf66	mouse	mir769	-0.258
ZBTB42	mouse	mir769	-0.066
SOX12	mouse	mir769	-0.047
MAP2K3	mouse	mir769	-0.125
C15orf61	mouse	mir769	-0.151
CDC42BPG	mouse	mir769	-0.135
KIAA0247	mouse	mir769	-0.135
AUTS2	mouse	mir769	-0.061
PRELP	mouse	mir769	-0.087
RDX	mouse	mir769	-0.112
NT5C2	mouse	mir769	-0.01
B3GALTL	mouse	mir769	-0.085
SEMA6A	mouse	mir769	-0.137
CSMD3	mouse	mir769	-0.033
ATP6V0A1	mouse	mir769	-0.01
TMEM203	mouse	mir769	-0.227
CLDN18	mouse	mir769	-0.138
WNT8B	mouse	mir769	-0.426
SUSD4	mouse	mir769	-0.054
FOXO3	mouse	mir769	-0.025
SOWAHD	mouse	mir769	-0.165
DYRK2	mouse	mir769	-0.058
ZCCHC17	mouse	mir769	-0.199
MRRF	mouse	mir769	-0.079
LDLRAD2	mouse	mir769	-0.19
UNC119B	mouse	mir769	-0.01
ADRB3	mouse	mir769	-0.596
LIN28B	mouse	mir769	-0.187
FOXN3	mouse	mir769	-0.02
STAT5A	mouse	mir769	-0.076
HDAC4	mouse	mir769	-0.03
PPL	mouse	mir769	-0.02
ARID1B	mouse	mir769	-0.139
TUBD1	mouse	mir769	-0.163
OSTF1	mouse	mir769	-0.211
TPD52L2	mouse	mir769	-0.468
DLG1	mouse	mir769	-0.17
CASC5	mouse	mir769	-0.244
SSBP4	mouse	mir769	-0.106
DOPEY1	mouse	mir769	-0.121
LEPR	mouse	mir769	-0.022
UQCC1	mouse	mir769	-0.237
CSNK2A1	mouse	mir769	-0.125
COG3	mouse	mir769	-0.01
ICK	mouse	mir769	-0.197
DOC2A	mouse	mir769	-0.148
C7orf25	mouse	mir769	-0.15
FADS1	mouse	mir769	-0.117
PTPN11	mouse	mir769	-0.01
RAD51AP1	mouse	mir769	-0.194
ABHD2	mouse	mir769	-0.02
SKP1	mouse	mir769	-0.201
SVIP	mouse	mir769	-0.594
DMPK	mouse	mir769	-0.109
CRKL	mouse	mir769	-0.088
C9orf163	mouse	mir769	-0.346
MEF2A	mouse	mir769	-0.083
SCN8A	mouse	mir769	-0.03
PGAP1	mouse	mir769	-0.029
TMEM207	mouse	mir769	-0.127
ASGR2	mouse	mir769	-0.161
ATRNL1	mouse	mir769	-0.01
TMEM110	mouse	mir769	-0.023
ENTPD2	mouse	mir769	-0.215
FOXN4	mouse	mir769	-0.091
AP3M1	mouse	mir769	-0.145
GIT2	mouse	mir769	-0.04
AGK	mouse	mir769	-0.128
LMX1B	mouse	mir769	-0.106
C2CD4A	mouse	mir769	-0.222
RAB11FIP2	mouse	mir769	-0.056
VAT1	mouse	mir769	-0.131
LRRC20	mouse	mir769	-0.216
UBE2I	mouse	mir769	-0.205
C1D	mouse	mir769	-0.169
TAT	mouse	mir769	-0.09
GABBR1	mouse	mir769	-0.299
NCDN	mouse	mir769	-0.119
NPEPL1	mouse	mir769	-0.242
UVRAG	mouse	mir769	-0.209
JPH4	mouse	mir769	-0.109
ARIH2	mouse	mir769	-0.039
ARHGEF26	mouse	mir769	-0.076
PIGR	mouse	mir769	-0.124
ARC	mouse	mir769	-0.291
MYO16	mouse	mir769	-0.149
UHRF1BP1L	mouse	mir769	-0.264
CALM1	mouse	mir769	-0.046
DCTD	mouse	mir769	-0.157
XPNPEP3	mouse	mir769	-0.01
FAM212B	mouse	mir769	-0.113
FLNB	mouse	mir769	-0.024
REPS2	mouse	mir769	-0.026
CD97	mouse	mir769	-0.385
RICTOR	mouse	mir769	-0.02
RABEP2	mouse	mir769	-0.285
C17orf102	mouse	mir769	-0.152
AMER2	mouse	mir769	-0.047
SERTAD1	mouse	mir769	-0.266
SYTL5	mouse	mir769	-0.132
C1orf109	mouse	mir769	-0.098
MAGT1	mouse	mir769	-0.22
MAVS	mouse	mir769	-0.147
WDR37	mouse	mir769	-0.373
TNKS1BP1	mouse	mir769	-0.11
FAM19A5	mouse	mir769	-0.324
TXNDC15	mouse	mir769	-0.159
ACADSB	mouse	mir769	-0.124
PDE3A	mouse	mir769	-0.024
EMP2	mouse	mir769	-0.069
LRP10	mouse	mir769	-0.098
HAPLN3	mouse	mir769	-0.252
ZDHHC14	mouse	mir769	-0.175
TEAD4	mouse	mir769	-0.313
KCTD18	mouse	mir769	-0.309
ATG2B	mouse	mir769	-0.02
MCMBP	mouse	mir769	-0.135
ZNF605	mouse	mir769	-0.382
AFAP1	mouse	mir769	-0.01
GATAD2A	mouse	mir769	-0.156
EIF2B3	mouse	mir769	-0.129
NRP2	mouse	mir769	-0.01
PIGP	mouse	mir769	-0.176
TPPP	mouse	mir769	-0.102
PCED1A	mouse	mir769	-0.083
DNAJC5	mouse	mir769	-0.196
GRAMD4	mouse	mir769	-0.05
MPEG1	mouse	mir769	-0.12
GPALPP1	mouse	mir769	-0.132
LRIG2	mouse	mir769	-0.076
PPP1R14C	mouse	mir769	-0.226
MVB12B	mouse	mir769	-0.287
ATP1A2	mouse	mir769	-0.052
TNNI1	mouse	mir769	-0.024
HMGN2	mouse	mir769	-0.316
LRRC10	mouse	mir769	-0.366
PAX9	mouse	mir769	-0.185
FAM110B	mouse	mir769	-0.202
SEPN1	mouse	mir769	-0.044
IPO9	mouse	mir769	-0.121
TIFA	mouse	mir769	-0.15
TBKBP1	mouse	mir769	-0.064
RAD17	mouse	mir769	-0.453
GRIN3A	mouse	mir769	-0.052
ASTN1	mouse	mir769	-0.153
FCRL5	mouse	mir769	-0.18
DCTN1	mouse	mir769	-0.185
TMEM184B	mouse	mir769	-0.047
SFMBT2	mouse	mir769	-0.067
ZNF652	mouse	mir769	-0.02
FAN1	mouse	mir769	-0.145
ACTN2	mouse	mir769	-0.097
SLC35F3	mouse	mir769	-0.091
CDC42BPA	mouse	mir769	-0.02
DACT2	mouse	mir769	-0.057
ENAH	mouse	mir769	-0.176
TGFB2	mouse	mir769	-0.066
GPATCH2	mouse	mir769	-0.101
RSPH3	mouse	mir769	-0.319
RAB7L1	mouse	mir769	-0.273
SLC45A3	mouse	mir769	-0.148
KLHDC8A	mouse	mir769	-0.152
PPP1R15B	mouse	mir769	-0.045
RGS17	mouse	mir769	-0.195
ADORA1	mouse	mir769	-0.225
RABIF	mouse	mir769	-0.372
SYT2	mouse	mir769	-0.01
LGR6	mouse	mir769	-0.24
GPR37L1	mouse	mir769	-0.04
LMOD1	mouse	mir769	-0.128
TMEM9	mouse	mir769	-0.208
CRB1	mouse	mir769	-0.204
GINM1	mouse	mir769	-0.157
UCHL5	mouse	mir769	-0.056
RGS18	mouse	mir769	-0.072
RAB32	mouse	mir769	-0.249
FAM129A	mouse	mir769	-0.07
COLGALT2	mouse	mir769	-0.081
XPR1	mouse	mir769	-0.096
TOR1AIP2	mouse	mir769	-0.045
SOAT1	mouse	mir769	-0.02
RALGPS2	mouse	mir769	-0.044
ABRACL	mouse	mir769	-0.369
TNR	mouse	mir769	-0.12
RC3H1	mouse	mir769	-0.01
DNM3	mouse	mir769	-0.02
PRRC2C	mouse	mir769	-0.057
TIPRL	mouse	mir769	-0.13
GPR161	mouse	mir769	-0.057
SGK1	mouse	mir769	-0.15
POU2F1	mouse	mir769	-0.01
VNN1	mouse	mir769	-0.245
ATF6	mouse	mir769	-0.063
FCRLA	mouse	mir769	-0.438
F11R	mouse	mir769	-0.177
ATP1A4	mouse	mir769	-0.19
CADM3	mouse	mir769	-0.043
KIRREL	mouse	mir769	-0.02
ARHGEF11	mouse	mir769	-0.02
INSRR	mouse	mir769	-0.022
PTPRK	mouse	mir769	-0.105
SYT11	mouse	mir769	-0.073
ZBTB7B	mouse	mir769	-0.033
PMVK	mouse	mir769	-0.127
MAN1A1	mouse	mir769	-0.16
PAOX	mouse	mir769	-0.418
FAM26E	mouse	mir769	-0.137
ADAM12	mouse	mir769	-0.026
CHTOP	mouse	mir769	-0.556
S100A16	mouse	mir769	-0.176
TCHH	mouse	mir769	-0.243
LINGO4	mouse	mir769	-0.239
PI4KB	mouse	mir769	-0.094
GABPB2	mouse	mir769	-0.092
C1orf56	mouse	mir769	-0.28
BNIPL	mouse	mir769	-0.218
CDC40	mouse	mir769	-0.08
SEC63	mouse	mir769	-0.048
ADAMTSL4	mouse	mir769	-0.169
SIM1	mouse	mir769	-0.098
HSPA12A	mouse	mir769	-0.043
NHLRC2	mouse	mir769	-0.062
EPHA7	mouse	mir769	-0.178
CD58	mouse	mir769	-0.142
SIKE1	mouse	mir769	-0.128
NT5E	mouse	mir769	-0.045
TBX18	mouse	mir769	-0.052
PRSS35	mouse	mir769	-0.513
RAP1A	mouse	mir769	-0.158
PIFO	mouse	mir769	-0.096
NEURL1	mouse	mir769	-0.094
STRIP1	mouse	mir769	-0.066
ELOVL4	mouse	mir769	-0.394
EMD	mouse	mir769	-0.346
INA	mouse	mir769	-0.148
GNAI3	mouse	mir769	-0.173
AMIGO1	mouse	mir769	-0.112
MYO6	mouse	mir769	-0.01
GMEB2	mouse	mir769	-0.01
SLC30A7	mouse	mir769	-0.142
HIAT1	mouse	mir769	-0.485
DUSP9	mouse	mir769	-0.095
ALG14	mouse	mir769	-0.057
CNN3	mouse	mir769	-0.176
LZTS2	mouse	mir769	-0.197
NSDHL	mouse	mir769	-0.388
SLC17A9	mouse	mir769	-0.279
CD99L2	mouse	mir769	-0.185
MAMLD1	mouse	mir769	-0.034
LRRC8C	mouse	mir769	-0.336
GTF2B	mouse	mir769	-0.296
PKN2	mouse	mir769	-0.232
LMO4	mouse	mir769	-0.328
HS2ST1	mouse	mir769	-0.087
SH3GLB1	mouse	mir769	-0.061
COL24A1	mouse	mir769	-0.177
ARHGEF6	mouse	mir769	-0.377
AVPI1	mouse	mir769	-0.292
SAMD13	mouse	mir769	-0.223
FAM73A	mouse	mir769	-0.357
GPC4	mouse	mir769	-0.159
TNNI3K	mouse	mir769	-0.224
WDR78	mouse	mir769	-0.333
ZNF831	mouse	mir769	-0.103
SGIP1	mouse	mir769	-0.03
LEPROT	mouse	mir769	-0.152
EFHC1	mouse	mir769	-0.106
RAVER2	mouse	mir769	-0.079
ROR1	mouse	mir769	-0.093
XPNPEP2	mouse	mir769	-0.126
APCDD1L	mouse	mir769	-0.048
SORBS1	mouse	mir769	-0.01
DHCR24	mouse	mir769	-0.291
TTC22	mouse	mir769	-0.193
TTC4	mouse	mir769	-0.38
CUL4B	mouse	mir769	-0.114
TMEM59	mouse	mir769	-0.13
NKRF	mouse	mir769	-0.178
TNKS2	mouse	mir769	-0.02
TMEM189	mouse	mir769	-0.126
RAB3B	mouse	mir769	-0.02
OSBPL9	mouse	mir769	-0.372
NACC2	mouse	mir769	-0.115
COL5A1	mouse	mir769	-0.02
SLC6A14	mouse	mir769	-0.172
LURAP1	mouse	mir769	-0.149
BMPR1A	mouse	mir769	-0.132
TP53RK	mouse	mir769	-0.366
CDHR1	mouse	mir769	-0.032
HECTD3	mouse	mir769	-0.195
MAD2L1BP	mouse	mir769	-0.37
FAM78A	mouse	mir769	-0.21
AL391421.1	mouse	mir769	-0.116
TSC22D3	mouse	mir769	-0.18
PTPRS	mouse	mir769	-0.152
C9orf50	mouse	mir769	-0.363
COMTD1	mouse	mir769	-0.183
NUP188	mouse	mir769	-0.374
TBC1D13	mouse	mir769	-0.164
SET	mouse	mir769	-0.39
TP53TG5	mouse	mir769	-0.02
CAP1	mouse	mir769	-0.11
CERCAM	mouse	mir769	-0.479
HPCAL4	mouse	mir769	-0.071
HEYL	mouse	mir769	-0.063
TIMM8A	mouse	mir769	-0.245
SYTL4	mouse	mir769	-0.088
SRPX2	mouse	mir769	-0.17
FOXP4	mouse	mir769	-0.103
GRIK3	mouse	mir769	-0.051
CHST3	mouse	mir769	-0.028
TRAPPC3	mouse	mir769	-0.42
AK1	mouse	mir769	-0.236
SLC29A3	mouse	mir769	-0.217
PSMB2	mouse	mir769	-0.177
H2AFY2	mouse	mir769	-0.232
LPIN3	mouse	mir769	-0.107
CDK9	mouse	mir769	-0.145
CYSLTR1	mouse	mir769	-0.31
YARS	mouse	mir769	-0.093
DMRTC1B	mouse	mir769	-0.463
PHKA1	mouse	mir769	-0.01
TXLNA	mouse	mir769	-0.02
KPNA6	mouse	mir769	-0.139
RABGAP1	mouse	mir769	-0.108
CXCR3	mouse	mir769	-0.276
REEP3	mouse	mir769	-0.288
ADO	mouse	mir769	-0.116
RTKN2	mouse	mir769	-0.102
GMEB1	mouse	mir769	-0.076
SRPK1	mouse	mir769	-0.02
EYA3	mouse	mir769	-0.01
PHYHIPL	mouse	mir769	-0.264
RPA2	mouse	mir769	-0.484
IPMK	mouse	mir769	-0.228
PRKG1	mouse	mir769	-0.101
TNFSF15	mouse	mir769	-0.203
NFS1	mouse	mir769	-0.128
RBM12	mouse	mir769	-0.047
BSPRY	mouse	mir769	-0.136
SNX30	mouse	mir769	-0.029
TRIM63	mouse	mir769	-0.067
UGCG	mouse	mir769	-0.138
LDLRAP1	mouse	mir769	-0.122
GDF5OS	mouse	mir769	-0.435
CLIC4	mouse	mir769	-0.129
RCAN3	mouse	mir769	-0.168
FAM83C	mouse	mir769	-0.187
LPAR1	mouse	mir769	-0.15
AKAP2	mouse	mir769	-0.032
EPB41L4B	mouse	mir769	-0.04
NIPSNAP3B	mouse	mir769	-0.222
PPP3R2	mouse	mir769	-0.129
TP53INP2	mouse	mir769	-0.128
ITCH	mouse	mir769	-0.129
NRP1	mouse	mir769	-0.099
FLJ45079	mouse	mir769	-0.09
APEX2	mouse	mir769	-0.119
TGFBR1	mouse	mir769	-0.182
PFKFB1	mouse	mir769	-0.501
CAMK2N1	mouse	mir769	-0.223
PLA2G2D	mouse	mir769	-0.716
C9orf156	mouse	mir769	-0.318
RNF186	mouse	mir769	-0.431
FOXE1	mouse	mir769	-0.115
TSR2	mouse	mir769	-0.148
C20orf144	mouse	mir769	-0.165
KIAA1462	mouse	mir769	-0.015
NELFE	mouse	mir769	-0.304
SUSD3	mouse	mir769	-0.197
PADI2	mouse	mir769	-0.13
BAMBI	mouse	mir769	-0.15
TUBGCP3	mouse	mir769	-0.054
KIF3B	mouse	mir769	-0.099
MPP7	mouse	mir769	-0.236
FBLIM1	mouse	mir769	-0.195
PLEKHM2	mouse	mir769	-0.16
SHC3	mouse	mir769	-0.01
SPIN1	mouse	mir769	-0.124
LY6G5B	mouse	mir769	-0.24
CSNK2B	mouse	mir769	-0.203
FGF14	mouse	mir769	-0.079
CDSN	mouse	mir769	-0.133
PRICKLE3	mouse	mir769	-0.247
SHISA7	mouse	mir769	-0.011
GPR158	mouse	mir769	-0.163
KCND1	mouse	mir769	-0.254
HS6ST3	mouse	mir769	-0.079
NMRK1	mouse	mir769	-0.193
CASZ1	mouse	mir769	-0.01
ARAF	mouse	mir769	-0.225
GPC6	mouse	mir769	-0.076
SLITRK1	mouse	mir769	-0.079
KIF1B	mouse	mir769	-0.02
CASC10	mouse	mir769	-0.346
MPP2	mouse	mir769	-0.144
POU4F1	mouse	mir769	-0.299
PER3	mouse	mir769	-0.036
PHF13	mouse	mir769	-0.106
KLHL21	mouse	mir769	-0.083
NOL9	mouse	mir769	-0.202
GPR20	mouse	mir769	-0.082
PCSK2	mouse	mir769	-0.125
PCDH17	mouse	mir769	-0.061
MYC	mouse	mir769	-0.19
PTER	mouse	mir769	-0.281
CD177	mouse	mir769	-0.135
CKAP4	mouse	mir769	-0.02
LRRC10B	mouse	mir769	-0.229
ITGA8	mouse	mir769	-0.055
KCNAB2	mouse	mir769	-0.168
TDP2	mouse	mir769	-0.549
FAM107B	mouse	mir769	-0.257
SLC35B4	mouse	mir769	-0.012
LIG3	mouse	mir769	-0.135
CYBB	mouse	mir769	-0.072
XK	mouse	mir769	-0.088
SYCE1L	mouse	mir769	-0.258
CXorf30	mouse	mir769	-0.301
RAD50	mouse	mir769	-0.152
BMP2	mouse	mir769	-0.127
TAB3	mouse	mir769	-0.1
IL1RAPL1	mouse	mir769	-0.14
FAM219A	mouse	mir769	-0.047
B3GALT6	mouse	mir769	-0.302
GFOD1	mouse	mir769	-0.02
PTCHD1	mouse	mir769	-0.02
RASSF2	mouse	mir769	-0.06
TMEM170B	mouse	mir769	-0.297
YPEL5	mouse	mir769	-0.29
FOXO1	mouse	mir769	-0.131
RPS6KA3	mouse	mir769	-0.185
NDNF	mouse	mir769	-0.096
ARIH1	mouse	mir769	-0.066
PHKA2	mouse	mir769	-0.025
TEK	mouse	mir769	-0.211
EXOC3L4	mouse	mir769	-0.248
CCDC85C	mouse	mir769	-0.151
CNTROB	mouse	mir769	-0.109
RPS6	mouse	mir769	-0.285
IGSF5	mouse	mir769	-0.09
ZBTB4	mouse	mir769	-0.105
SH3GL2	mouse	mir769	-0.163
FRMPD4	mouse	mir769	-0.063
SLC7A1	mouse	mir769	-0.098
SELO	mouse	mir769	-0.204
ZDHHC21	mouse	mir769	-0.086
IRF4	mouse	mir769	-0.289
TTC38	mouse	mir769	-0.02
STATH	mouse	mir769	-0.564
CWC27	mouse	mir769	-0.331
TH	mouse	mir769	-0.358
SMOC1	mouse	mir769	-0.205
C17orf107	mouse	mir769	-0.135
ITPRIPL2	mouse	mir769	-0.216
GREB1	mouse	mir769	-0.173
ZZEF1	mouse	mir769	-0.02
RCL1	mouse	mir769	-0.155
CPPED1	mouse	mir769	-0.137
SLITRK4	mouse	mir769	-0.055
RHOH	mouse	mir769	-0.097
CYS1	mouse	mir769	-0.23
ANGPT4	mouse	mir769	-0.069
VLDLR	mouse	mir769	-0.02
SPATA13	mouse	mir769	-0.169
CDH18	mouse	mir769	-0.08
ONECUT3	mouse	mir769	-0.058
OLIG2	mouse	mir769	-0.08
FBXL18	mouse	mir769	-0.135
URB1	mouse	mir769	-0.121
WHSC1	mouse	mir769	-0.062
ZFY	mouse	mir769	-0.105
PTPLB	mouse	mir769	-0.085
TRIM71	mouse	mir769	-0.055
SH3BP5	mouse	mir769	-0.114
BRPF1	mouse	mir769	-0.367
COPS2	mouse	mir769	-0.195
HYKK	mouse	mir769	-0.145
FAM83G	mouse	mir769	-0.02
DCP2	mouse	mir769	-0.115
POU6F1	mouse	mir769	-0.032
TMEM132D	mouse	mir769	-0.143
MYO7B	mouse	mir769	-0.25
TBR1	mouse	mir769	-0.127
FAXC	mouse	mir769	-0.033
TRMT61A	mouse	mir769	-0.098
CCNK	mouse	mir769	-0.195
HEATR5A	mouse	mir769	-0.073
CD8B	mouse	mir769	-0.111
SPRTN	mouse	mir769	-0.217
GPS2	mouse	mir769	-0.275
SERTAD3	mouse	mir769	-0.121
SAMD4A	mouse	mir769	-0.074
XRCC5	mouse	mir769	-0.213
FAM117B	mouse	mir769	-0.224
CALCRL	mouse	mir769	-0.154
BDH1	mouse	mir769	-0.139
OPA1	mouse	mir769	-0.149
GRB2	mouse	mir769	-0.041
ABCA5	mouse	mir769	-0.089
GALNT3	mouse	mir769	-0.155
VEPH1	mouse	mir769	-0.271
NT5DC3	mouse	mir769	-0.02
VWA2	mouse	mir769	-0.138
PTRH2	mouse	mir769	-0.102
IKBIP	mouse	mir769	-0.322
TGFBRAP1	mouse	mir769	-0.25
CBX1	mouse	mir769	-0.163
COG5	mouse	mir769	-0.086
SRPK2	mouse	mir769	-0.054
MFAP3L	mouse	mir769	-0.162
ARHGAP4	mouse	mir769	-0.325
MRPL19	mouse	mir769	-0.146
HAP1	mouse	mir769	-0.122
RABEPK	mouse	mir769	-0.209
TTC23	mouse	mir769	-0.403
CHD2	mouse	mir769	-0.018
SV2B	mouse	mir769	-0.059
PROS1	mouse	mir769	-0.228
TADA2A	mouse	mir769	-0.071
NR3C1	mouse	mir769	-0.098
FUT11	mouse	mir769	-0.269
ZBTB3	mouse	mir769	-0.25
MYLK3	mouse	mir769	-0.22
ANKRD13B	mouse	mir769	-0.152
DAK	mouse	mir769	-0.221
SPOCK1	mouse	mir769	-0.014
ZNF646	mouse	mir769	-0.063
ZBTB9	mouse	mir769	-0.081
MSANTD3	mouse	mir769	-0.03
LYNX1	mouse	mir769	-0.016
POM121	mouse	mir769	-0.015
VDR	mouse	mir769	-0.181
DNAJC6	mouse	mir769	-0.051
PSMB9	mouse	mir769	-0.02
PCDH15	mouse	mir769	-0.106
WNK2	mouse	mir769	-0.046
ATP2A2	mouse	mir769	-0.01
PURB	mouse	mir769	-0.053
SREBF1	mouse	mir769	-0.102
ZNF287	mouse	mir769	-0.052
CDKL1	mouse	mir769	-0.077
ATP6V1C1	mouse	mir769	-0.102
UBFD1	mouse	mir769	-0.196
MOB1A	mouse	mir769	-0.037
PREX1	mouse	mir769	-0.069
XIRP1	mouse	mir769	-0.202
ACBD5	mouse	mir769	-0.222
WDR72	mouse	mir769	-0.114
KIAA0430	mouse	mir769	-0.076
ETV6	mouse	mir769	-0.02
TCEA1	mouse	mir769	-0.122
PKIA	mouse	mir769	-0.156
SEPT3	mouse	mir769	-0.083
RBMS3	mouse	mir769	-0.029
SDR16C5	mouse	mir769	-0.345
EAF1	mouse	mir769	-0.102
UBE2G1	mouse	mir769	-0.499
SLC17A4	mouse	mir769	-0.214
DDHD2	mouse	mir769	-0.16
WNT5B	mouse	mir769	-0.075
FOXRED2	mouse	mir769	-0.111
GALNT9	mouse	mir769	-0.118
MYCL	mouse	mir769	-0.136
DUSP8	mouse	mir769	-0.094
BPIFC	mouse	mir769	-0.204
STK24	mouse	mir769	-0.08
WEE2	mouse	mir769	-0.225
SUDS3	mouse	mir769	-0.112
RASSF7	mouse	mir769	-0.176
RAB2B	mouse	mir769	-0.393
POLR3D	mouse	mir769	-0.01
C19orf38	mouse	mir769	-0.32
SH3KBP1	mouse	mir769	-0.089
CXorf36	mouse	mir769	-0.236
EPHB1	mouse	mir769	-0.077
ZNF2	mouse	mir769	-0.236
BCL2	mouse	mir769	-0.255
ABCG1	mouse	mir769	-0.376
DPYSL3	mouse	mir769	-0.17
MSL1	mouse	mir769	-0.052
LCP1	mouse	mir769	-0.283
PCDHA12	mouse	mir769	-0.33
PCDHA11	mouse	mir769	-0.325
ERG	mouse	mir769	-0.128
COL25A1	mouse	mir769	-0.11
ALKBH5	mouse	mir769	-0.2
CX3CR1	mouse	mir769	-0.097
SMAD9	mouse	mir769	-0.259
OTOG	mouse	mir769	-0.072
ANKRD28	mouse	mir769	-0.078
C22orf39	mouse	mir769	-0.217
HIC1	mouse	mir769	-0.061
CECR6	mouse	mir769	-0.046
MPPE1	mouse	mir769	-0.305
COL18A1	mouse	mir769	-0.112
XPO4	mouse	mir769	-0.086
KLHDC7A	mouse	mir769	-0.109
HMX1	mouse	mir769	-0.142
TMEM242	mouse	mir769	-0.083
RASL10A	mouse	mir769	-0.341
RPL3	mouse	mir769	-0.29
MB	mouse	mir769	-0.283
PDE7A	mouse	mir769	-0.27
P4HA2	mouse	mir769	-0.115
AC091801.1	mouse	mir769	-0.291
KIAA1841	mouse	mir769	-0.256
RASGRP3	mouse	mir769	-0.34
DRP2	mouse	mir769	-0.02
ELFN2	mouse	mir769	-0.019
CARD10	mouse	mir769	-0.137
SLC7A4	mouse	mir769	-0.149
CSF2RB	mouse	mir769	-0.156
WWC2	mouse	mir769	-0.028
DGKB	mouse	mir769	-0.126
VAMP2	mouse	mir769	-0.163
GGA1	mouse	mir769	-0.192
KBTBD12	mouse	mir769	-0.206
TAPT1	mouse	mir769	-0.121
RAPGEF3	mouse	mir769	-0.062
MTA3	mouse	mir769	-0.099
CLDN5	mouse	mir769	-0.156
MSH2	mouse	mir769	-0.111
HDAC9	mouse	mir769	-0.01
GPSM2	mouse	mir769	-0.059
PARD3B	mouse	mir769	-0.083
BCL6	mouse	mir769	-0.218
HIPK2	mouse	mir769	-0.01
TBL1X	mouse	mir769	-0.068
PRDM6	mouse	mir769	-0.024
RNF43	mouse	mir769	-0.105
PSMB11	mouse	mir769	-0.123
TICAM2	mouse	mir769	-0.159
AAK1	mouse	mir769	-0.02
ALDH7A1	mouse	mir769	-0.269
TMEM194B	mouse	mir769	-0.096
EIF4E2	mouse	mir769	-0.246
FAM168B	mouse	mir769	-0.112
CCDC129	mouse	mir769	-0.171
KLHL30	mouse	mir769	-0.171
AFF3	mouse	mir769	-0.04
LY6G6E	mouse	mir769	-0.217
NCKAP5	mouse	mir769	-0.128
WIPF3	mouse	mir769	-0.066
ARHGEF4	mouse	mir769	-0.193
LINC01118	mouse	mir769	-0.28
C2orf82	mouse	mir769	-0.353
RAD54L2	mouse	mir769	-0.058
MGAT5	mouse	mir769	-0.01
IQCA1	mouse	mir769	-0.182
ACTG2	mouse	mir769	-0.305
CWC22	mouse	mir769	-0.01
HNRNPLL	mouse	mir769	-0.269
HNRNPA3	mouse	mir769	-0.415
AHSG	mouse	mir769	-0.335
EIF3L	mouse	mir769	-0.208
SLC25A48	mouse	mir769	-0.234
ABCC4	mouse	mir769	-0.183
PIGZ	mouse	mir769	-0.187
ADIPOQ	mouse	mir769	-0.1
ADD2	mouse	mir769	-0.148
